review_overall,review_aroma,review_appearance,review_palate,review_taste,ABV
-0.44497204920876,0.7219142620555385,0.682791067793266,0.5178914781995793,0.4252324377639216,4.955786218628702
-0.1820159364689938,0.05540934214606959,0.1957089060783765,0.013868998185095209,-0.3968321022581575,-0.05773432716432344
0.32888115955266434,0.030739801573943338,0.2924157860576738,-0.1792548162817607,0.07224660498398924,-0.7492544024461202
-0.016932804754711282,0.04215830871113876,-0.23402149173359657,-0.0009509427800346679,-0.04408535338579454,0.5041257340021361
0.30573039623260834,0.1216605342094518,0.2370300425055551,0.34730099830052363,0.25640196464112747,-0.6628143930358955
0.294659270794254,0.34594028745146693,1.2693593135394658,0.3843475163933492,0.398294344375035,1.3685258281043815
0.7912503476697669,1.5542747372439507,0.9034737531471072,0.18260115040350738,0.8255568842425243,0.2015857010663501
0.19317320389472414,0.05540934214606959,1.0221167593103424,0.3843475163933492,0.09309393784234617,0.7202257575276972
1.2115479084348144,1.2857996968474226,0.6974556458197109,1.1517701620990175,1.4648868501237569,1.238865813989045
0.4943132185631941,0.4694827707645707,0.3153212867147029,0.6085872051109769,0.5185555095864258,1.0659857951685958
0.7080030482166678,0.6768305375310831,0.5296894022911375,0.45816491545890287,0.6824788834915732,-0.23061434598477273
-0.9698014744980015,-1.3946118731612855,-1.5185765463851624,-1.357247843889562,-1.2173837506684062,-0.878914416561457
0.6286637344815407,0.21216586771673088,0.5093003085143855,0.43727428921167183,0.26806808350800043,-0.05773432716432344
1.2072032008105726,0.7000213367089415,0.9886125991329308,1.0752430723125252,0.9890843979072708,-0.6628143930358955
-0.2541695990452708,-0.658073442810353,-0.9644364799434274,-0.44210815349275634,-0.5852654960974525,-0.6628143930358955
0.5527326525304032,0.26704625397821624,0.872902508574985,0.27371922451505093,0.3357895801790127,-0.9653544259716816
-0.4095908213692694,0.07169934815067454,0.12797169545478573,-0.32017207105054435,-0.07556996042681402,0.11514569165612545
-0.060447415312537625,0.5985625840836318,0.21071313705319397,-0.26968379759306615,0.13688548701068998,-0.23061434598477273
0.19317320389472414,-0.9383684765828425,-0.21749254131900547,-0.3566117429031589,-1.0500661691574424,-0.576374383625671
-0.10697855862501904,-0.15659725503464383,0.3114066005433154,-0.4010693429185494,-0.08327943659383487,-0.6628143930358955
